Kinases	Run_1_Data_1	Run_1_Data_2	Run_1_Data_3	Run_1_Data_4	Run_1_Data_5	Run_1_Data_6	Run_1_Data_7	Run_1_Data_8	Run_1_Data_9	Run_1_Data_10	Run_2_Data_1	Run_2_Data_2	Run_2_Data_3	Run_2_Data_4	Run_2_Data_5	Run_2_Data_6	Run_2_Data_7	Run_2_Data_8	Run_2_Data_9	Run_2_Data_10	Run_3_Data_1	Run_3_Data_2	Run_3_Data_3	Run_3_Data_4	Run_3_Data_5	Run_3_Data_6	Run_3_Data_7	Run_3_Data_8	Run_3_Data_9	Run_3_Data_10	Run_4_Data_1	Run_4_Data_2	Run_4_Data_3	Run_4_Data_4	Run_4_Data_5	Run_4_Data_6	Run_4_Data_7	Run_4_Data_8	Run_4_Data_9	Run_4_Data_10	Run_5_Data_1	Run_5_Data_2	Run_5_Data_3	Run_5_Data_4	Run_5_Data_5	Run_5_Data_6	Run_5_Data_7	Run_5_Data_8	Run_5_Data_9	Run_5_Data_10	Run_6_Data_1	Run_6_Data_2	Run_6_Data_3	Run_6_Data_4	Run_6_Data_5	Run_6_Data_6	Run_6_Data_7	Run_6_Data_8	Run_6_Data_9	Run_6_Data_10	Run_7_Data_1	Run_7_Data_2	Run_7_Data_3	Run_7_Data_4	Run_7_Data_5	Run_7_Data_6	Run_7_Data_7	Run_7_Data_8	Run_7_Data_9	Run_7_Data_10	Run_8_Data_1	Run_8_Data_2	Run_8_Data_3	Run_8_Data_4	Run_8_Data_5	Run_8_Data_6	Run_8_Data_7	Run_8_Data_8	Run_8_Data_9	Run_8_Data_10	Run_9_Data_1	Run_9_Data_2	Run_9_Data_3	Run_9_Data_4	Run_9_Data_5	Run_9_Data_6	Run_9_Data_7	Run_9_Data_8	Run_9_Data_9	Run_9_Data_10	Run_10_Data_1	Run_10_Data_2	Run_10_Data_3	Run_10_Data_4	Run_10_Data_5	Run_10_Data_6	Run_10_Data_7	Run_10_Data_8	Run_10_Data_9	Run_10_Data_10
ADRBK1	0.21273447509026913	0.6103065054781344	-0.5284857926613993	-0.15085929860745806	-0.6043010935438109	-0.7567356183068756	-1.749766746194503	-1.9985464222518996	-0.3775537690575406	-0.6229402507539996	-0.08346278224811418	-0.03686332225864958	-0.6589786383987776	0.45415677327430565	-0.7108194802049557	-1.0923081246072621	-1.853108423086198	-1.7313084750008998	-0.5286178555960689	-1.0411479365783898	-0.5473401757800287	0.09144627907895646	-0.6960991803017772	0.10520870540528204	-1.0786607246758648	-0.7875040645984391	-1.705089078472327	-1.766869154077738	-0.3694287184202273	-0.7167392127719492	-0.2355662364214783	-0.03508482386544888	-0.43920164661903777	0.10650638805318531	-0.7829348457511928	-0.9078960718982986	-1.797998198629166	-1.668613549013332	-0.3286157759035728	-0.957853475533643	-0.680659945962269	-0.09797844421234145	-0.22390012434972906	0.2058708035857502	-1.6162278530420484	-0.5664484471567608	-1.4858575912623289	-1.400338923615365	-0.43537927856631986	-0.7000511550066819	0.33616497397830075	0.2841017928312954	-0.2511320324022234	0.04389937303244988	-0.5360154955618063	-0.8475177336344124	-1.5861636958528837	-1.753083961818241	-0.39531034332782433	-1.1226295255664231	-0.07829729604783418	0.3521093643094533	-0.6797066201447751	0.21466958695764934	-0.6585304940290999	-0.8758245699218595	-1.9097932989917419	-1.7447750233407027	-0.7356268095274275	-0.7732707024526354	-0.17004967976525925	-0.20625017565796305	-0.4626061325102967	0.3117984123673186	-0.7931569519079493	-0.6491566067093145	-1.719707127479276	-1.589007179889448	-0.45546780165247625	-1.2621996104590925	-0.20911044646950203	0.057817589257930686	-0.8926092764883735	0.1718200822920108	-1.0057406746714093	-0.6915354792782724	-1.9879369804358613	-1.6824998127489108	-0.5117919587324098	-1.397951728501595	-0.5410166767101159	0.11916163320429547	-0.48416754638795545	-0.0387654526470567	-0.7284969443129347	-0.9734542762455204	-1.8738286730295235	-1.5200767910859032	-0.14336955569708	-0.9826193930123278
AKT1	-0.16333881303809192	0.05150309600314648	1.9433879046923936	0.5362510954946529	1.6363426433770538	1.053575175083342	0.8690179890543737	0.6033168817232123	1.72247700845219	0.37608992922673135	-0.226633847924183	0.05165419295247292	1.32945446845591	1.7268727799174497	1.989750011231598	0.5982451689463419	0.6565408408454846	0.16827362990930844	1.7744414919905227	0.3377471180656196	-0.21554809312282466	0.22722166901196839	1.1581361584191638	1.5216682281769267	1.3709147334998322	0.800530146861483	0.37806874694709675	0.07234830461379808	1.947190219871114	-0.01885129065035451	-0.07638009348954813	0.0951773315711434	2.286632277256127	1.504726586592198	1.519235206550015	0.06190876929463111	-0.8927291555483604	-0.3923209463365681	2.5604115634684645	0.2801372382279962	-0.251353934044845	0.06140971219383656	1.3215767749781546	0.38825234208773535	0.9402642562361664	-0.19801662691140237	0.25720389967219764	-0.7517914066292941	1.1122093461056637	-0.25710871308463945	-0.06965819019375656	-0.021880193355628828	2.470443606965094	1.9965260149477664	1.7850717061389225	0.9748177330690877	0.5879451344505972	1.0551481366979112	0.7748499959842734	0.5884945047013083	-0.16430641620466727	0.10777005243289182	1.3045467693782518	2.282011999186167	2.0999727453225057	0.07881932830876884	0.6540252461306658	-0.5638958664649155	1.8990029682348317	0.30575555358536327	-0.05339240195841774	0.14790890632415618	2.065952656533719	0.419849717164204	1.7854300922996325	1.5609072588168937	-0.3580098837930452	-0.13331036276352312	2.158790236105052	1.0425325932810072	-0.2588015863671528	0.1230764798992481	2.2246856219892437	1.9682251281479481	2.226122651679352	1.5115707570734918	0.6677312157205594	1.162627860285046	1.1044369949012653	1.3434677266487198	0.02925180489958298	0.08551474825200765	3.228423059844506	2.419154467428635	0.5174936723776767	1.4312819651504032	0.38593323659175455	1.3415819936432203	2.3618730759167086	1.8088638621513216
AKT2	0.40970728589805777	-0.14368907304401415	2.491163394308322	1.3504786500493375	1.4138115264712026	1.6823316750025863	0.37731905595949555	0.9233396781175774	2.77847133494995	1.9618586143456116	0.32792914627740744	0.0701828084722332	2.4020977814854167	2.011373209903208	2.000336656990345	2.3017864688871525	1.3633406564742778	2.299730783968817	2.9054384269811373	1.9496114262072388	-0.23793009367479656	0.1617275272277744	2.5163211077352345	2.223067456439597	1.2983815785090393	2.124800845309579	1.117016836856881	1.5635703985556164	2.837578358665635	1.7937850110988536	-0.36974498376433057	0.5821638314395119	2.341188643977858	1.4752982424248655	1.5791761117859262	1.7983391045383472	0.44660668667433073	0.8059725037607157	2.6224298527228225	1.9581774876553937	-0.3565020770076126	0.06409515764084768	2.4135532802936743	1.9326572617741433	2.3828059175315035	2.29708643743504	1.4232682431652113	2.232223022181884	2.459489489121795	2.0476862630719896	0.0021325514737105433	-0.1453359086459154	2.3850981320055604	1.5722825122832345	1.2104600137652077	2.215281896615427	0.4704279382645222	1.0816937020752682	2.3367017690474916	1.6001354129184828	-0.5737171515995355	0.04170925262203105	2.091803342865312	1.2799316744332931	1.6371353327431308	1.5481586709495172	0.0648241233410541	0.19334792085157593	2.409912067431801	1.9602537116250027	-0.20025233219954872	-0.20424525060688475	2.2558539947021568	1.7330998995553524	1.6392774394184408	2.106686058571763	0.9507625309197816	1.1873379709622534	2.5361488102092915	1.9264987454664444	-0.02816419591746393	0.019664260781339996	2.85292634085846	1.871508307239828	1.8187737413712126	2.112397109034363	1.233155356787144	1.9262250659917661	2.64052335401156	2.1806243317903946	-0.39280959804114923	0.2089069163395494	2.1790766434136843	0.8063377806084582	1.3343230026932278	2.012594515671844	-0.3129548986169483	-0.379265470284586	2.633285381390692	1.8014527510622556
AKT3	-3.949934165179591	-3.119454657241936	4.531421811110816	-11.268044526017174	5.3271052271803105	9.391067436622247	9.018446056682402	-10.78952838020468	-9.08948891343301	12.929436653459923	-0.1658565429150863	0.3350444991051374	-8.344375414715495	-6.3074266706489555	-3.3256285500664156	0.5874381309724688	7.61013713339781	10.235883325505718	-5.338964805626549	0.39249975714669305	-0.6871534450192277	1.2690289676806956	1.2701923283130077	-6.392424329471186	5.907342207682957	3.9998670215210104	8.483639219977292	-1.7364690170438646	-3.7556391877113717	2.004737693568932	-2.3884594531852756	4.723450711600655	0.3274973946156083	4.976470800211728	-5.514184760891475	0.2811771988917551	-3.6905596761696953	9.297766103446552	1.2880741326839018	-2.261280074248356	7.584503962441816	-0.015266284636074365	1.0244671335430477	-6.573440906802649	1.1375775680467015	-0.5286545356112816	1.4341470136466212	8.994401944839074	-6.373461446874605	-0.8832425823118901	-0.655789058069932	-3.422534575943068	3.7764395964612096	2.1441362558298662	-4.369321832213595	-3.7820853261094105	-1.996592113436105	-2.132522436650679	-2.4469409801871116	-3.2647510788315373	-0.04576749325600516	0.08073327078225243	1.7947428895369621	-1.3075972886153138	2.938376056741564	-0.011018104656495383	2.7155787889248866	4.180575480402919	-0.459013040206912	2.4231437258927966	2.505865775213385	-3.2085937670642535	-3.762952498641423	8.205257848189742	5.946948273059866	-0.3592250009963773	-7.830578120477801	-1.3900226185552462	4.9485247700424395	12.010929131778836	-1.050397675644482	-0.9201750895442595	8.023721494379352	-2.781851542171934	-3.88172998271812	1.435109895340629	-3.7389820306405577	-6.6940138919324434	-7.86163217014435	-2.2073144299108405	0.23627978539866065	0.054820115450940655	1.607576227336263	2.314661689644385	2.83650253113154	3.131469460389439	2.2282231121390543	2.064986720982308	0.739897378790698	1.4810367328572123
ARAF	6.567193097589629	-1.827236344285157	14.455668640776889	8.232855660921173	-0.014128619777964261	10.099670809566165	-5.1789774822575065	-9.630173542790883	-3.7134508112225455	-14.979055618748939	7.047151697283929	-7.243705575248323	3.547988886948644	11.646957532342773	8.098547126214562	7.413347491573274	-12.450743530973957	-5.5151110643215695	10.129663177231317	6.304286053032187	-6.701059547561837	14.50254336932163	11.051660144139008	-11.597855507069154	-6.935885930823898	-1.1402709439254646	12.474053601377502	-7.813193862912703	-9.69719998188561	11.255915316957585	-4.922392115296297	-5.165882794889428	12.204874170334659	0.4167530941706585	6.253103239663765	-6.154577904528746	-7.205465055037995	5.00665423118591	-0.6654490294563526	1.8145247103323603	-14.42570738903985	5.872575555453027	-14.105738574644535	-10.70003925351387	6.464234920686045	13.17354989590146	-10.732272821522974	-11.676104866426702	0.5179083678464955	-4.3448951272243255	-4.589943085895094	2.2081582086083977	-8.258156157017698	9.614302680297774	3.3143637880402927	7.0648363545494695	2.8564523240463555	7.29284811660887	11.24865062377876	13.018834885369685	14.225066929057611	-10.691041015799128	13.117844844443983	-8.691186023411296	3.3764109470241306	1.32940063249433	11.529455112591593	7.204306615222364	4.346199255568973	12.268600812295102	-13.876091284334187	-12.07530824774969	12.01059629007914	2.669662306015716	9.051998443162994	-5.116180323151551	8.360868927261013	7.751756684918305	-5.7044202256664684	12.928693129498104	2.4657600375074664	-1.418614396757428	8.35221595381232	-2.5961353856178095	0.3970066464756507	-5.050669305016415	14.539696179043455	-1.6711244571429487	-14.666143619473393	-4.626187097298343	13.820054271321972	-9.667581762931402	-4.247676586089405	9.134906960763946	-2.73111589622499	-5.43401919606571	2.774916221705654	10.904545231018439	-7.139152612521108	-13.11711094087784
ATM	0.40304045924363374	-0.013861030149945787	1.4793812725039148	0.7400804091249126	-1.3004724710143125	-1.2355075761846426	-1.7665948039198314	-1.9969435951081898	0.6807530938696258	-1.5843383579925572	0.31687615273298	-0.2243214724720855	1.2360850792259146	1.0206305164059695	-1.3278735843805112	-1.295078693373965	-1.8959022060374127	-2.1154762502774394	1.2260331556818032	-1.5901039861328026	0.16894379916860394	-0.045881731243545575	1.2940562694476545	1.1679484153919413	-1.317291291908689	-1.4469550008012124	-2.002812474417821	-2.2217672296123157	1.1519577286141234	-1.8161199306099334	0.08409435933810336	-0.15026217857751661	1.2355701259871346	0.702638389039626	-0.9308749203729447	-1.041194786688054	-1.510919316980731	-1.6963490104212129	0.8257602178087983	-1.3808701632566565	0.24899573909507408	-0.1361938187644885	1.5508825763695917	1.1348320360174942	-1.59969096972091	-1.219860215604951	-1.561825490721118	-1.734476505633155	0.8898834296457138	-1.3558161744628945	0.2362501693067838	0.14778923137883468	1.351727324926387	0.8399431943870331	-1.2155597538728284	-1.2187494380994708	-1.779247567893744	-1.9862687404152377	0.9129700256992407	-1.5895626463030583	0.08358737529665304	-0.23856313716152563	1.1999891793133677	0.7468483276299726	-1.0716950653302462	-1.1462161619162758	-1.8274585109419026	-1.9262236818947582	0.8252373487020574	-1.5060949266535937	0.11985605219790367	-0.10207264555037411	0.9378940702438294	0.7283286291227267	-0.9750247030936516	-1.1408878789050751	-1.9101254389114328	-2.0376255734747724	0.9511648391041314	-1.5369565982769897	0.41297097508191694	0.012922198335566298	1.6506697374220887	1.5042066174077227	-1.008951078618176	-0.9482623206065152	-1.5078067360608731	-1.6059861415345835	0.9263729557060443	-1.4120231209927538	0.02269213124196607	-0.044985038124832	1.3349888026738075	0.7182452177681543	-1.2132366166980302	-1.201165935325714	-1.8934899025166134	-1.9117274675774105	0.9120731727765887	-1.6410767780623416
ATR	0.029533609212745327	0.20662112687613582	1.7964426375498186	1.6344647816038667	2.989718944100116	1.694278423717686	1.5637975571143392	1.7870413077748935	1.2154461962909366	1.0235045929344029	0.05785697553601325	-0.17160381761814386	1.500366349879269	1.8129601934610067	2.363653577849629	1.6857274071247474	1.7050067856366642	1.8129761185987356	1.476342604260595	1.0254377046748635	-0.2299758675490888	-0.1898091710707612	1.535688280404204	1.2546368361909903	2.6572839428061457	1.8355139283677873	1.7510786586251907	1.835412953269335	1.0996980566011358	1.079996733705705	0.36594451701175706	-0.3821613366149626	1.7328973016824079	1.5713487972623963	2.7009607669481155	1.8594776834336326	2.080193385549108	2.209723672884721	1.2451607418271087	1.2267719082039839	-0.08332051151520287	-0.17679956257591298	1.3403342783268715	1.0205244005915841	1.473944958121942	1.2400434989948044	0.5200890575418048	0.6841084276365149	1.2894451163343743	0.3608969497206849	0.570803361236771	-0.5808271087608162	1.4701731918333085	1.5938574844857043	2.879840610632938	1.7819159815571841	1.8200630653956025	1.9390728839534994	1.3275137034614388	1.242244244689272	0.6127968856661542	0.4159585203433166	1.7213402141476968	1.6663913885338544	2.7833049939315364	2.025342136447486	2.3736786979294173	2.280460224118746	1.4122544808036468	1.3595717669170142	0.07910518256569903	0.14447638278060532	2.3984812244621345	1.8367399883504163	3.1403530399763016	2.4345253959934126	2.2847563769097556	2.4427480051273274	1.2857432267451387	1.4351557203450145	-0.0530210558333368	-0.3700928993836686	1.1822373429932227	1.3317492100073238	2.0286899827825455	1.4511660564966047	0.5967866264852891	0.7866861090807041	1.2558789281208433	0.49772344666309	0.5721282808679745	-0.18915179642653568	1.4649045292061211	1.2624422109650397	2.5865186899493455	1.7890920528988346	1.66861923052638	1.6584870253037052	1.3007270040908627	1.023381750029691
AURKA	0.4423311228303896	-1.398821855011618	3.2263498784272913	2.3744587131415975	4.006438278477709	4.850422799408565	2.578534753250131	3.3707756089521896	2.8260179264791745	3.020975705218027	0.3327786048048678	-0.8136061390825922	3.156308541831353	2.0570389009831618	3.159341801785637	4.530423218359195	2.9264372718949914	2.6250890711152324	2.7903205641976427	3.9917191951345727	0.5956245320434145	-0.8254361449294386	3.4270819476467596	1.9758448149000325	4.164030447534905	4.612049440353464	2.575606801994848	2.817371289772204	2.973428057805487	3.3418723780865522	0.6101139105008365	-1.3572887145697903	3.1459246951251862	2.7695691333826753	3.8478220849886173	4.640338291039267	2.5710490428188155	3.028380091620986	2.828229516321355	3.946120128459996	0.03756039613164744	-0.6537553162886017	2.232465032168156	2.3618858751912795	4.591614318069667	4.271857210407422	1.8366067891799565	3.0830272415927884	3.019417026255134	3.759146413427566	1.829179943754808	-0.3462667603051301	3.1570143277306753	2.4227838865640923	2.6876354771750246	4.4360278908884165	2.591362145394752	2.980057685927033	2.992978778833399	3.9962105688485643	0.35896812053638383	-1.0253730740378302	3.2763976973770603	2.4267255335733635	4.723255495757114	4.772508084935183	2.627869029983988	3.0389273196589346	3.171078398326234	3.8242718485644436	0.5471522283852369	-1.1484688134633476	3.1916658945956176	2.434215681431357	4.450665563352061	3.107838106193789	2.8070981352874163	2.2316924963686016	2.7653519338695376	4.109962906292307	0.1371545730332211	-0.5948884911497528	3.1472233639687635	2.2030224697069833	4.443787445031725	4.479066101703914	2.7254863929774116	2.6543765994810697	2.8421394961325444	3.804358504094548	0.5496468820828084	-0.7427296687991205	2.977790863742393	2.452383357947414	4.779144421894079	5.372101405136037	2.1184988656430463	3.097998786480458	2.83945272407921	3.5257251565434964
AURKB	-0.07734403571063468	-0.050591002828469026	0.9326548689277088	0.14710530215456313	0.4527620730741371	-0.0995926349443708	0.2674736945745861	-0.0996849369906015	0.9253873061353265	0.31242048265947064	-0.08993432988756425	0.018050480815972023	0.9118430355709783	0.4610561543039951	0.773014309847232	0.16145743603691137	0.3190539480670858	0.17777508377352116	0.9541133767443314	0.45504960715352777	-0.06898051295024361	0.04929282052160321	0.9005134439538751	0.3074399486788676	0.7132535507736945	0.12477251576828657	0.27111745161496126	0.07192583959425608	1.0219892029978914	0.31938364823503346	-0.07759068277203963	0.06209991526483858	1.0828869511741763	0.34854561517473454	0.8594306358119779	0.0631745711712625	0.32053842785293074	0.08152115992763656	1.1673351421571518	0.5770326490392351	-0.0018927636625754977	-0.041537827199542056	0.9541062911358572	0.5166622137787779	0.8395916768587292	0.23724693282014808	0.4704988098215747	0.09738006527687247	1.1003048773521895	0.44885074282248594	-0.10748926547118537	-0.05831351414028032	0.7176503769345123	0.4548209567399023	0.8139406872403223	0.206378909585198	0.20781223443744218	0.18949304449109589	1.1700613023333934	0.5994656695480417	0.1444576764263945	0.0372059285280756	0.8230059377808235	0.33439097831574854	0.6925980549100532	0.09194031841305539	0.33771638553826094	0.13469282064440596	1.2811007175897386	0.5773825505969448	-0.17563433317738258	-0.14060931534160434	1.0703290042013005	0.43062281597317476	0.7084209258907788	0.3493622602233879	0.37496568536068703	0.17962124210929062	1.2073777044709828	0.46210656101487	0.06855623186669586	-0.08780552783375709	0.8269521939117064	0.2209404915293742	0.8940791988798131	0.3259352832296748	0.4864728719127386	0.23462649797509263	1.021735634369223	0.5808446250626087	0.14440811200918063	0.012312921899643165	0.9414270686512727	0.25145390880911983	0.6277033220525582	0.17938651735837716	0.3151608548723954	0.21994884916994908	1.2789907912733034	0.5912922564403194
BRAF	-8.580028438920023	11.057590735739455	8.317218647178295	-11.392407638448331	-8.7701913667035	-14.617219443623265	7.33090466070363	9.009877865444226	-5.080540646084485	-4.932557095599938	-14.862315120592227	-3.0803682086683475	-12.207880428417882	-2.811060076146906	-6.491023982801656	-6.766362554478874	5.833647066144877	-1.798783727445113	12.964708762538317	-5.635831574168995	4.379792313586714	-6.63505630824442	14.258776086135606	-11.00935843951864	12.37462604032291	12.303238416561625	-10.930305652785979	-2.658726395635014	3.3799382515873138	-2.8759413980090414	7.6726452292390865	11.617246780349346	-13.424352208045702	13.301162566541404	5.987622226009796	-3.245176856210302	-1.7659475579150876	9.995355185150745	-7.175762110882065	-2.186603016627188	-7.241227127828184	13.422568405480042	7.82475279971423	-2.9027355728037483	-13.379673226971892	4.305651517293478	-5.062631519535457	-13.112231430713841	0.3951815798469897	-14.260144914238495	9.787362958760296	-5.437166015273727	0.008740572754058437	12.932984014987591	8.221386874935682	4.201946217722954	-2.6715445076765465	10.40729222801448	-14.301053345150825	-4.315840418431899	-14.004768731769646	-2.8020000389544086	8.185041314299438	-0.0015251994660409412	-4.990186729241827	-3.1249311419809644	9.278637517022615	-13.505287518175765	-3.605758324208333	7.147369473780691	5.6889064840300225	-8.204912691256466	-10.717458303418324	13.758373815503473	-2.504840147623861	1.2070213677579604	4.898683427863918	3.0607663120060207	2.5132672641169345	-1.669267056663012	12.825461471216855	4.034643675862406	-7.208873848950549	-8.839950511784494	-1.0363821300408862	5.830707699402681	10.86701627494373	6.963213104555155	2.572540934053737	9.869036907707454	-6.0917449301232205	-2.7767551727531785	6.975845136555344	7.628254810536008	-13.179816856886598	-1.9339259922648449	-3.3498966782798805	3.8802318091955903	4.004997994648662	4.678643599833756
