Kinases	Run_1_Data_1	Run_1_Data_2	Run_1_Data_3	Run_1_Data_4	Run_1_Data_5	Run_1_Data_6	Run_1_Data_7	Run_1_Data_8	Run_1_Data_9	Run_1_Data_10	Run_2_Data_1	Run_2_Data_2	Run_2_Data_3	Run_2_Data_4	Run_2_Data_5	Run_2_Data_6	Run_2_Data_7	Run_2_Data_8	Run_2_Data_9	Run_2_Data_10	Run_3_Data_1	Run_3_Data_2	Run_3_Data_3	Run_3_Data_4	Run_3_Data_5	Run_3_Data_6	Run_3_Data_7	Run_3_Data_8	Run_3_Data_9	Run_3_Data_10
CDC14A	-13.949800114024248	13.081681947178199	13.903935506104046	13.331630730439612	-11.748805485847624	6.841594631580308	6.694597107579158	-6.0294186898800755	7.845293227292341	14.661620427963614	-11.148193256207872	-8.407961342337487	-3.077804399535068	11.79077457604379	4.8073210758119815	-0.744034911791485	-3.486033094195325	5.300017413444774	8.390399649795178	7.20387540339331	0.024240720936040763	-0.08800499319519717	2.8341972211309994	1.7582092195040129	-0.8903047873696437	0.16161452096362103	-2.2122530968904854	1.0728307487281725	1.2395353284954775	3.926322777953164
CDC14B	3.259203454256797	-2.224776751112354	-3.869670911242267	-3.692779294775998	1.7603102694437558	0.2446645150119459	-2.6007971341311378	3.2098095430043383	-2.9658199349298524	-3.76540938962434	9.613039162537588	10.224710012785696	5.8423892694845545	-13.393645404949797	-7.834517377417535	-0.5883082532888689	2.7620347303341837	-4.75050175145002	-5.4980363235870024	-9.313785556486685	1.4371330407153862	-11.364134390034678	-4.518499644047127	-13.091624957724092	8.283270705587572	-5.315657959832759	14.821414528977309	-1.1580121630499611	-13.03110994795869	-4.121483689435808
CIN	-7.386185317183897	8.419694685778405	2.147269390127208	3.2785099796300625	0.8814817979334315	-8.178160361692198	0.24606127619964419	10.823462317509973	1.4709334366279507	9.525895943934561	1.628796656671853	0.9756914740071653	1.721338149579594	4.20547633309493	-1.6403130449288805	1.9103815373877135	0.4253143653048105	2.802893567098435	5.8102405724176975	-1.846463800525972	-4.848953457385714	0.39905420941371766	9.452366870419064	-6.134760281634669	-0.2903625141986032	-2.4389130373098444	-4.066303414707003	-0.2990503650081938	2.5463393068899607	-2.671929818363199
DUSP1	-5.88290211999697	5.446618210340016	10.655977222121543	-4.1169947329528265	1.968005312166263	4.610863640221415	-10.355240155563685	-10.711946522595566	-2.6533457871712716	3.092166042189924	1.271055112082008	0.6900539948033326	-2.5694969705667203	-2.2718893738631913	-0.47124833742064576	-3.3208753559765554	0.2960644835814517	1.8791590726964431	0.3224887582641686	-2.7120416138098755	-1.352349673760503	6.14964247913266	-5.84163073996844	0.7887585744758273	-5.128090587647091	-0.37997408708773706	6.731948234544782	6.298828245415701	-2.1006684543660996	-10.649137615162111
PDP1	-4.442277952686184	4.825490736133254	1.5339808793007699	-3.532233240175513	6.1869228938498475	-1.413483661566225	-1.3416086658909427	6.600732472830287	4.9109469206451015	0.45562608272449023	-1.273546071794119	2.3246657696967636	0.9166779022427103	2.771071481766993	2.4164744953974004	5.3442498723365945	5.902212567215083	5.459226643976975	1.2425679318540945	2.295740259322052	0.35050961957068844	0.4971353910081837	0.8504694693059212	1.0098561253470997	3.4230138478670553	4.644384818805827	-0.051345446852384735	9.65379275010295	-0.031039986374239367	2.8502191383574993
PDP2	2.0306822666094764	-1.9804227739044467	1.9604759003338577	1.9770298658197216	2.0142294049585527	3.879625984579155	7.690007299483125	3.16330781926992	0.11057165240498637	4.63695461423391	0.832493860298125	-1.4817900907194732	2.327100979449014	-1.3585029847133252	3.7907420822991154	-0.09566969487080368	5.483287396139311	5.693361327322663	2.6740080912800903	3.581726444890616	-1.3848837370340255	-0.5498766018964749	1.3722743458757813	0.6935616752565976	1.8690589972899505	-3.7452080874901035	3.6746986712095797	0.7361180842443742	-0.14131680009803613	3.978720338686516
PPM1A	2.1848056894585004	2.2400564424222873	-1.053312189306028	3.442492496655276	-5.440868396055548	1.0523667681469397	-3.632021774790821	-2.4641883448308626	6.324948036964647	-3.8390694059241435	-2.0447305876254944	4.4749269619706435	-3.0755708396161148	1.9586435602806733	-5.794307074278643	-0.920889148322875	-4.125809886343125	-0.22756132107120597	-3.172603609883079	-4.483346855594645	0.6330468746553574	5.926076655336128	-1.5209910370200255	-1.61997795630279	1.6232235142128197	-2.448743033933193	-14.23698125153733	3.9641667637936284	-1.0861275760014981	8.622145785963385
PPM1B	-2.827513206293439	-1.9257291379438723	4.808223854406771	0.10904606878684599	3.6482416737374614	0.6444993449433689	0.1411594483948797	7.770041313752596	-4.503237208089992	2.7960587463609956	-7.982444282210284	5.203008770313953	2.039038394499974	-5.970124323613046	7.516174956282052	-3.1368922087750106	-3.953130454121974	-10.736388167737777	2.895831432106427	10.052540592416328	-6.274430088429886	-5.581437522416569	-5.029681301136366	-2.11852035507304	-5.014979409947462	-9.96729840105031	7.443146048702799	-9.242182429883146	4.58431903263213	-1.041780259190625
PPM1D	1.601913175122908	-0.11203307378603024	-1.6078810110298185	0.06786639715197924	-0.28041541846789314	0.18614764965270458	2.1278377872214658	1.0345251543369731	-0.3065434438905604	-1.3299418549721413	-0.14592658283313625	-0.10365224166232158	-0.031042843340055234	0.18770934052424404	0.12078390509382418	0.19023568550933664	0.7649299345560254	0.6560249359397147	-0.32769606735697343	0.7040463985414785	0.3782841060852411	-0.21608002204795426	-1.5991289271938274	-0.745934562593188	-0.15188780983796507	-1.2833262810875519	-4.606414123818585	1.1425115829258912	-2.5200425364525953	1.988508102185148
PPM1G	-0.5502187485487011	0.2893673695147708	-3.00862887406005	-2.2033249066073304	-4.343343412563441	-3.5489911823263443	-5.930736842286686	-6.0696803418586756	-1.806178793296201	-1.9831660366485733	-0.2591990126240022	0.2594724970594753	-2.6697000122319117	-2.6785239350558143	-4.363547178289364	-3.650821157718569	-5.9763532062951255	-6.270995345941656	-1.6066210260062237	-1.986547343250111	-0.6320125620347531	0.11222178987915939	-0.976085593532616	-0.9878654861244593	-4.516938200438408	-2.056811801513016	-3.455408928986106	-3.888267967051016	0.18899830353886007	-2.2949487335425434
PPP1CA	0.026211868428819642	-0.30844928484832246	-0.3159466298948766	1.354581478479159	1.4401027023394661	0.3573208096681788	2.804850321680285	0.9934698893043807	0.411266187585921	-1.277129080407393	0.2092922727298612	-0.21279656580344256	1.4471985501224418	0.4970967884632868	0.7246258901269346	0.8948804382416401	-0.8607670948901897	2.4647412927460834	1.4547589800941556	0.8512620132547356	0.30404308271418257	-0.11299779065066935	2.2461956169217383	-0.36086027048598013	-1.7525205000532498	4.561246395640343	-1.8329973900501464	-1.160421717848815	0.8383358973649054	-1.7770977540696586
PPP1CC	-0.8077080035150654	1.5127072304437617	-0.3503777541896427	-0.36688495541789934	-3.7997316480921475	1.8624498175831679	-2.6176740947513566	-6.269599661332461	0.1545201800604772	-4.226248713129859	-0.39435381767149397	0.02439003062420819	-1.55272705811336	0.3274000024532769	-2.409714719556496	-1.2510924900398783	-5.036609977222457	-4.566980005577196	-1.8766165209078662	-2.2521373953100357	0.1645289293317751	0.6470687206447816	-3.373132581951248	-8.494658939710384	-1.8941293898363682	-6.2438271395945515	-10.547320212106113	-6.092126716512654	1.1925638958863396	3.631566774013683
PPP2CA	-0.7367754734118614	0.7718764556773783	-1.2785320521205146	1.586781567172262	1.542905325992129	-1.0622953122880086	-2.839445572600902	-2.6880436917335846	0.1535180593038224	0.17360107454179766	-0.5619083869741124	-0.6189020910804272	1.0423816519493236	0.04726831603482458	-0.7652813924980415	0.607570671890177	-1.5575949661941597	-2.5550795213446147	-1.863679413015518	-0.8193042047836248	0.22149227048420056	0.5831708792717716	-0.5981404608461297	-0.6576452964102604	0.03012767299639754	-1.908431217542288	0.5792776555493426	4.015634697323182	-0.6217667007134311	-0.07500767061447623
PPP3CA	-0.4724526242280234	0.4804624576484578	-0.11528406788236842	1.0986005790661235	1.4243362210107378	0.763075247139066	0.11174282516067058	0.587159805747776	-0.36071278332477874	0.8249769590207451	-0.30395268432624334	0.5220861664176702	0.2894154763584779	0.8553183328055856	2.532134531224366	1.2384172255914818	0.9050518573533309	1.511432428174546	-0.14395823542160274	0.7273853529000718	-0.24016632132978177	0.06460188826920327	2.0215499986620413	0.928788595166021	1.463216741089132	-0.5652083078361858	-1.2087508592916694	-2.450472852108445	-1.324460313617797	-0.1444811240857807
PPP4C	-1.629089066799669	0.6977484929911415	-1.944348411896928	-3.293347379326196	1.1286939428150742	-0.43207728372503584	1.7799900230536347	2.2968267002994454	0.5695501108883246	1.8793071068044618	-0.3698961825457003	-0.17432835937327565	-2.2755234536917275	-1.7697609843562896	-0.32369850629615926	0.6687619268643893	2.3509353016322634	1.2577378601712335	-0.35154020326425706	0.9845719818429174	-0.043124386809980035	-0.20886124534991196	0.4371447326507813	-2.631999904707074	0.6498312133836595	4.088946972616825	-1.565204124845107	3.460273749833532	-1.646049640157218	0.5071617259363189
PPP5C	-0.5365723682167158	0.5620125598344626	-4.781856460220353	-1.2255829426316214	-3.3709904401070245	-4.026244284489542	-7.362742945848462	-8.114180298916128	-0.04375330265877479	-1.0681291010250058	-0.4376643297166209	0.672935617279575	-2.8121707546372803	-1.4378940761803871	-2.5670758952472226	-2.5715935575603077	-6.56995272524546	-6.377208225413863	0.4211189316395388	-0.8708846955175005	-0.06481248405316481	0.3034971051696414	-4.664041924844568	-1.0172673957468112	-4.501621568388439	-2.820109329078768	-6.855941861465137	-1.6648706942109368	-0.3413881496185742	-1.0231612799238596
PPP6C	-0.41262639896791853	0.85976834921146	4.283946567213045	5.500255121632987	6.693833627001654	-2.4191660925018432	14.566083036234186	-9.075328354642222	-5.488373334927895	6.533007673447699	9.05476497899897	6.5890429355779565	9.54911362900626	-4.477496362494462	2.9133577016909857	-14.698323253047935	-10.730717258333499	6.625808970135283	1.3692914624489563	13.801625030882969	-6.7411806595275845	2.1934384619010134	0.2473414214891608	2.808762596357278	13.754063633749146	3.47910076949052	-4.119925618206683	2.0474105211669675	-7.3320444307054675	-0.4120647932379187
PTEN	0.5428100964494035	0.05922833136682578	0.1395505402762585	0.4344172859506469	1.1521514602272023	1.8128349593703512	-0.3097696516270654	0.3264487107130639	-0.1303507072770293	0.101125164627819	-0.17655073940857616	0.14593355701124686	0.255907206440868	-0.03755867897204469	0.42446966985011	0.4895155970648503	-0.29315311782635095	-0.6474748940793369	-1.3532261732720643	-0.2873006323990456	0.5384766234603773	1.191758686356075	-0.46481766276031466	-0.11234330699593488	-0.8108770006887455	2.1742355857355125	0.48117659051622	0.762549204992666	-2.6231095385709686	0.9713293260455681
