Kinases	Run_1_Data_1	Run_1_Data_2	Run_1_Data_3	Run_1_Data_4	Run_1_Data_5	Run_1_Data_6	Run_1_Data_7	Run_1_Data_8	Run_1_Data_9	Run_1_Data_10	Run_2_Data_1	Run_2_Data_2	Run_2_Data_3	Run_2_Data_4	Run_2_Data_5	Run_2_Data_6	Run_2_Data_7	Run_2_Data_8	Run_2_Data_9	Run_2_Data_10	Run_3_Data_1	Run_3_Data_2	Run_3_Data_3	Run_3_Data_4	Run_3_Data_5	Run_3_Data_6	Run_3_Data_7	Run_3_Data_8	Run_3_Data_9	Run_3_Data_10
CDC14A	-0.3516669819147145	0.1504882015733891	0.8869219021935906	0.6155176396409877	1.4279547846939329	1.3231039560324436	1.138980810249219	1.131079223060748	1.2221509514654258	2.222620025990527	-0.5394177506535875	-0.5878962070496743	1.0161857493888065	1.1831370533684582	0.7777948121111393	0.9294574451423866	1.9762382177788254	1.8189154929211735	0.7970886307542733	1.5645081544909363	8.886694141274143	-8.58086460032207	-5.0919687456677165	12.937390454187103	5.500636054957844	-13.780286669559407	-12.250683713928012	7.336249228064904	-1.4896374299702575	4.623744728333268
CDC14B	9.182422756229041	-2.762771073734658	9.755581829394885	8.518197434618312	10.35722806215801	3.3594422159046244	4.602883860981886	3.049933643919326	-4.51725507742551	-11.167335488155603	6.468915335390548	8.985689027760973	3.0614135582707913	-3.654678951789602	14.324390331493241	7.631145116027697	-8.80751769271938	-7.45283422839671	4.49971942850811	5.291972291170219	-0.9826957952698999	0.9502224809964913	1.7969076040730294	-0.3863982609801655	1.307335091964161	2.9422086907857614	2.6298973921677096	0.5576116617097749	1.309302200733979	1.5295278116229616
CIN	-0.3279492070648156	0.3638815270128422	-0.4415524064496939	-0.24088745094555025	-0.15191966361589568	-0.0033545133526685696	0.15223703403708175	0.12731455068714798	-0.08952660582837678	0.18459219165396934	-0.7293235026388364	0.8103072460229407	-1.3145485995275061	-1.1993993291134473	-0.7306420206993198	-0.5735109759885347	-0.06391665735440898	-0.9163179367356458	-1.4365899826524176	-0.8019064076966029	-0.3133343579244894	0.34402016989015116	-0.41177210227985284	-0.3193229900874387	-0.22715406988571826	-0.05994046927998154	0.1364179104266543	0.09724471470788743	-0.1950129973019239	0.09431362140815061
DUSP1	1.3623121305875592	-1.559980935436781	0.0010671319129340992	1.596624905858178	0.5749171465539578	1.055401981729962	-4.570212200746923	-1.9640346629975887	1.848148465456539	1.9964802733211218	2.053362994591163	-2.3151429752092816	1.922920951451391	1.4944525190374962	3.5217863713939868	3.2857022033159136	-3.703907958231319	-0.8018422324924765	1.9971690016119146	3.198679568466506	1.2420388109698122	-1.407198607409657	0.11701259825094379	1.608081405983409	0.7375189209892881	1.3142364223519813	-4.241793553570525	-1.7662911285313272	1.3965863587544334	1.6106922626311435
PDP1	-0.00288189725593594	0.010448465285008817	-1.3711196921610507	-0.5922904193789684	-3.705925701631236	-2.352464624948728	-5.38258701225192	-5.669176146542845	-1.5032546191285576	-2.7511509135284493	-0.001004048830288049	0.009439083384402594	-1.3218678390692462	-0.5535067115679444	-3.5436429552875794	-2.1999859475857733	-4.539139870681409	-4.613333704246392	-1.0449923844188893	-2.3350613540813936	-0.2607782323251682	0.2975898213069637	-2.167957322290227	-0.9797598779855345	-6.796422266365233	-3.5256450574582474	-6.116131975644786	-7.618878692571901	-0.5731430825000943	-2.9011213976116945
PDP2	0.27844193858668537	-0.29837301319743814	-1.8200542842219274	-0.4638071694062665	-2.6621202475646553	-2.5475583315578287	-5.950231343470014	-5.506480167945256	-2.5037832510033247	-3.309271373880791	0.2723673441127164	-0.29255697474211	-1.8523384526410123	-0.4972806690570785	-2.810568926697532	-2.6678395413117233	-6.624468939733949	-6.364999416406817	-2.858896918208854	-3.6380064666993217	0.4344149106386073	-0.4723590539326231	-1.2323548969151275	-0.20600158252169318	-0.6067601206831021	-1.7197813798530737	-5.397120151809856	-4.169895574041802	-3.0672633922681585	-3.1607077122165337
PPM1A	0.24329528929222552	-0.2206917380342333	2.966397156706553	-0.15773238360283245	3.767126551921241	3.439903724428425	1.6550585431012885	1.0392778125746533	0.6366739709523407	2.2965388628666146	0.39133624986942195	-0.36059364631476204	3.740459340843223	-0.37856973441883085	4.51892791019057	4.428581080932262	2.4815419306118263	1.7409610859058662	0.9249918493811924	3.514825850729756	0.30287746362788	-0.2647410046509525	3.5332432061447925	-0.23099723202782274	4.2681708309040305	4.097086062323719	2.1229557700507766	1.4401919558665788	0.8697533860969473	2.912938715265054
PPM1B	1.9389812979021126	-2.2013960156412233	-10.924870927154586	-1.1986701649229208	-3.393051112100494	-2.268384330377122	-3.828614902462145	0.274624994090857	-13.396700131032382	-8.59553171346374	1.9445444488907784	-2.240544913866418	-12.944513557422617	-0.720503585296342	-4.217163183126152	-3.4025818689929337	-5.2930956583611435	-0.5311690718014964	-15.0	-11.076453049558383	1.8329445549243615	-2.096346894360811	-10.39837114512939	-0.9403214601454759	-3.588339248927577	-2.5107612023885704	-4.4070604210498106	-0.3433518777150172	-12.658856161845192	-9.002650240728215
PPM1D	0.15047530746727752	-0.17601997145969855	0.389902156090342	0.09739732700672692	0.30454571394549035	0.5236809039272194	-0.3224468369293427	-0.14205107581923862	-0.1208730453166351	-0.1130017174121404	0.018880260407995543	-0.029391946292377253	0.24204629681768694	0.037424919135076076	0.04592486565184183	0.31492966371946735	-0.17910127012014673	-0.19131912878467114	-0.23908065032948692	-0.324833077897296	-0.0659406374941557	0.06478852611194488	0.13009195260336312	-0.012933485370484067	-0.15920585881120075	0.1412009548219305	-0.08590542967700039	-0.2010502290235366	-0.3042258826059454	-0.46564834757678175
PPM1G	0.24665253090307462	-0.2623964757045958	2.844484873115781	2.7095097083367143	4.494161703042607	3.989679561149333	6.09428875403408	6.456382947658318	1.815445143076261	1.97794301154263	0.24644624690391456	-0.26226406170442224	2.894830277685692	2.709322278186831	4.585539018621365	4.057420072350593	6.149726243188191	6.456198498981559	1.8159479727001513	2.0084548005419207	0.24658344105029695	-0.26226545047965333	2.8946975649013766	2.709311477218042	4.58584639157991	4.057402736595099	6.149694316095981	6.456284750433095	1.8158431886046702	2.008381788293693
