Kinases	Run_1_Data_1	Run_1_Data_2	Run_1_Data_3	Run_1_Data_4	Run_1_Data_5	Run_1_Data_6	Run_1_Data_7	Run_1_Data_8	Run_2_Data_1	Run_2_Data_2	Run_2_Data_3	Run_2_Data_4	Run_2_Data_5	Run_2_Data_6	Run_2_Data_7	Run_2_Data_8	Run_3_Data_1	Run_3_Data_2	Run_3_Data_3	Run_3_Data_4	Run_3_Data_5	Run_3_Data_6	Run_3_Data_7	Run_3_Data_8	Run_4_Data_1	Run_4_Data_2	Run_4_Data_3	Run_4_Data_4	Run_4_Data_5	Run_4_Data_6	Run_4_Data_7	Run_4_Data_8	Run_5_Data_1	Run_5_Data_2	Run_5_Data_3	Run_5_Data_4	Run_5_Data_5	Run_5_Data_6	Run_5_Data_7	Run_5_Data_8	Run_6_Data_1	Run_6_Data_2	Run_6_Data_3	Run_6_Data_4	Run_6_Data_5	Run_6_Data_6	Run_6_Data_7	Run_6_Data_8	Run_7_Data_1	Run_7_Data_2	Run_7_Data_3	Run_7_Data_4	Run_7_Data_5	Run_7_Data_6	Run_7_Data_7	Run_7_Data_8	Run_8_Data_1	Run_8_Data_2	Run_8_Data_3	Run_8_Data_4	Run_8_Data_5	Run_8_Data_6	Run_8_Data_7	Run_8_Data_8	Run_9_Data_1	Run_9_Data_2	Run_9_Data_3	Run_9_Data_4	Run_9_Data_5	Run_9_Data_6	Run_9_Data_7	Run_9_Data_8	Run_10_Data_1	Run_10_Data_2	Run_10_Data_3	Run_10_Data_4	Run_10_Data_5	Run_10_Data_6	Run_10_Data_7	Run_10_Data_8
ABL1	-1.2643474623604776	-7.94774677153792	5.256521561315136	-4.108159672173573	-5.310860581991072	6.37194020132213	3.7726654309447847	-2.753428920599409	1.8485239918090512	-4.604717844630917	-2.6438911012388857	-2.02510606816291	1.6213267120743913	-3.556774825949589	-1.1603044065931816	4.537715873197188	-8.315722026830352	-4.3163351321206775	6.6461196805374785	6.1107681796187725	-0.14284405730827193	-2.0906533912031064	-1.8128072932438386	12.365470647084955	6.56159417822486	-8.970808883271403	5.651271816978562	-6.851313493729552	-7.416722312034957	1.9365443082789107	2.9509797324019345	2.5249436864863997	5.679898193440319	-4.8537267495190735	-1.602384205966732	-2.0223859755602147	-0.1527304744063321	7.03026896916926	3.674084391082582	-0.7018145683320562	2.168834574441505	-9.088141094068881	-4.328513710488312	-14.560146741935924	-11.350830757312512	-9.18198000814149	8.110451572943502	11.216838903874184	2.214275734277186	4.1260614081149285	-14.438444472438798	-13.121140010118998	-1.593582787706628	11.735352000719082	-0.47556264149671296	-1.193262838178491	-12.696362564835939	-10.007670879163767	-8.67860524579952	0.30054952868462326	-8.071012983487458	12.749330198371391	-0.7030906369119166	3.938510303278855	2.7262696372241444	-4.347602571127612	-3.5776806129050542	4.136669633973741	-0.1812759544215233	-8.568803119434513	-0.030717153478133842	6.030891508667991	-5.042539936389506	-0.18572249992729717	-7.924316649981444	-7.903914418451076	-11.458011359259501	-5.472608150178932	6.660856482324104	-7.186402069402552
ADRBK1	-0.23357533194334226	0.2232515891777908	-0.7228038171294281	-1.1970705592506916	-0.0977302530401925	-0.1452421586098841	0.015911207623724194	-0.16666430828117534	-0.23357283208780807	0.22324590884326798	-0.7228012954601137	-1.1951800243663024	-0.09772341168235861	-0.14524314619908596	0.015911743669205614	-0.16667384246868355	-0.2335932046240586	0.22326281443563026	-0.7228096985468782	-1.1952058163434554	-0.09772361393121234	-0.14524917302373871	0.015885590146623618	-0.1666737398355829	-0.23357238043204384	0.22328754837521128	-0.7227960947506941	-1.1951977221486902	-0.09772378341540475	-0.14536094174593656	0.01591154268271514	-0.16667292921528476	-0.23010274948330542	0.22324780672994748	-0.7228154311696144	-1.1949956104741315	-0.09774520058460633	-0.14525884092338623	0.015876317298028998	-0.16680164643025186	-0.23364430886112317	0.22321199384548834	-0.7227487540502495	-1.195163875009113	-0.09772368763744299	-0.1451258742547943	0.015904569365760273	-0.16666259924806615	-0.23357114435310156	0.22324583679637716	-0.7228016032524746	-1.1951702302346459	-0.09772350594709056	-0.14524248043500085	0.015911593629204704	-0.16672252247504346	-0.2335769280109809	0.22324357444433574	-0.7227944050366704	-1.1952364178712345	-0.09772370310847815	-0.14524191370586625	0.015928449498497043	-0.16667564838130955	-0.233572671350536	0.22328805826031042	-0.7228010486071995	-1.1951800373629975	-0.09775691713954147	-0.14501897022568294	0.0159171362606485	-0.16667400537479785	-0.2335905597222392	0.2232092531057716	-0.7228194463645056	-1.1953027557622578	-0.09772479421225208	-0.14524304397247684	0.015902193357032978	-0.16687637369280858
AKT1	0.11164901509436351	-0.11388231842562532	-0.7829343888261796	-0.4134802545676626	0.6152053714730397	0.26528951555283103	-0.17428776947982622	-0.20999150685409068	0.09569049365189138	-0.10301065079148586	-0.8047042201189643	-0.44596220650750856	0.5319396523216403	0.19349846941663537	-0.14087180583357026	-0.24175774338541833	0.108171144352982	-0.11501181437996194	-0.2764800404948329	0.04461715538597441	0.7241245239396746	0.3842617252979118	0.3612379750987326	0.290881724661342	0.09447749279021521	-0.09857168743661636	-0.6423965304712833	-0.2560685931992388	0.6484704007881879	0.3015620233559468	0.04455461763477139	-0.014578827619997963	0.17975536119072852	-0.1728182168895891	-0.33599299403023525	-0.07614929951611626	0.44838296539691974	0.21628408085623477	-0.07744205776811078	-0.15380927507177547	0.17779802882005047	-0.17508327644771218	0.04603237962367153	0.2684300114690307	0.47936111730861536	0.26021859617931326	0.23477990553407155	0.2293464504220605	0.11385251001693546	-0.11392284797300146	-0.9397074845366117	-0.559412556503206	0.5098348123636677	0.1958454316095006	-0.3248528833773767	-0.48822584358604243	0.1487235228462258	-0.14593654635436562	-0.5491473290185621	-0.14479551742088978	0.53049596339003	0.2700355837594233	0.12562381057970587	-0.034185295918297984	0.1490853566224673	-0.1481215239181042	-0.5763615417103195	-0.2107914548238479	0.5156760007488882	0.23959651863967263	0.08318343918269433	-0.11305532360306886	0.13507383864727893	-0.1376769205455457	-0.48590830268856045	-0.21950855795029375	0.5319285032615304	0.20000205097223375	-0.15998274270778187	-0.1786738225215951
AKT2	0.13252412388165344	-0.13474940728988696	4.0968379987858885	4.577403257869092	0.6470317313455265	0.3427096211176866	3.9088579348154253	4.17701869158294	0.12614874532710826	-0.12803412609875323	5.005201836419335	5.485837078724437	0.7273925044260977	0.3058492926527857	3.920447330971777	4.433057474115655	0.13999821269198592	-0.1418537113340846	3.5402980031730444	4.029796133953805	0.5695080814441259	0.2824173198334701	3.449577733345631	3.591854340815066	0.13942216708777752	-0.14096734482405793	4.021097190834407	4.511562828018417	0.6553942929660064	0.34769442750131196	3.8484404181147633	4.132786540410986	0.119290417068094	-0.12238571168738359	3.8923433910979663	4.394757782435633	0.6314499844919955	0.34305072141927256	3.689851675821028	3.912309960374094	0.14628963711840542	-0.14851336569536117	3.1949217910433556	3.690610878080483	0.5444788777825585	0.2853190846329893	3.231155734945452	3.2813530406280496	0.1474713677448123	-0.14932104316641998	3.2699573094995857	3.736383236980206	0.5410533101985097	0.2926078103617455	3.3011175280097302	3.378019853652119	0.07692288463990452	-0.08035309310960831	4.478082910894584	4.953062425772313	0.8992541491181347	0.42962865964432984	3.9020095868758635	4.6230077645105405	0.08414855569359773	-0.0870835462460281	4.323909917047864	4.807324495676701	0.8765681800480586	0.44976578903544595	4.044455939042961	4.710550136416351	0.11688745529078631	-0.11944885762251031	3.8723342591929106	4.376713130621825	0.6778415802081267	0.3740621614160177	3.8888908531094897	4.15024280187269
AKT3	-0.24185375682411592	0.2403012918156882	4.504933841798843	4.5849377351495155	-1.0612156806020556	0.3059124072397128	3.5181256071180687	2.045270137332045	-0.2113349925180524	0.21008247017495257	4.198927186875201	4.299058752387973	-0.9852558933251996	0.2988651597704537	3.321268632658137	1.997548823653914	-0.2820130728991844	0.2809586206669598	4.912556921762232	4.9863943940023585	-1.1617387116523137	0.3152824356842176	3.778582611459252	2.1088933169208204	-0.6365947247534403	0.6326317424731366	8.447588913928655	8.393453346271738	-2.04032654184488	0.3970345529933904	6.056156919436411	2.6621943123223817	-2.533445909212849	2.436120442971232	15.0	15.0	-6.667232476286142	0.8238257424424187	15.0	5.561065587257726	-0.2293602921191051	0.22810823591646104	4.377961984474033	4.47134874344149	-1.0291980483243652	0.30381764635605	3.4363655633352135	2.025478264951786	-0.6280475205283145	0.6242377942690738	8.37539009802738	8.325756902526804	-2.0238940807179957	0.39623698940161	6.011111592436598	2.6513577320322974	-0.05009328063996916	0.049949963459246	2.586450928175802	2.744999859351889	-0.5848544830153332	0.2616234013749673	2.2835479055560177	1.7453916224376271	-0.37056415428413036	0.36831877998482526	5.792413892831191	5.834821083221306	-1.3809606311250766	0.3356286059832985	4.346769326931532	2.246738130347884	-0.020743609498146517	0.020800115958938523	2.292823111490565	2.4619497898296485	-0.5117131199377973	0.2547910116494616	2.0947015166819773	1.6995210871627762
ARAF	9.41537911273801	7.785857373246976	-0.14481966127810086	-7.564350432675054	6.7339178984883565	-0.7322888641230646	-1.6985253349933025	-6.443550072785324	-8.904708956048472	-7.0428944035238805	5.036706150486662	2.206737044441258	-4.654479976429989	-0.8310061315808424	-1.1597721677797233	-4.569514657429202	1.7844852556882722	-9.012822572170169	5.435348302597178	-3.670835073631709	12.408396866162388	5.771489630630639	-10.408146564081663	-10.106595063069415	-2.2549975848601225	-9.913378883731742	-13.738126256648192	-9.956220426032619	-8.307780773885455	-14.147404863482016	-0.3789131783967783	-1.411254904136561	12.821646600146101	-10.592630960669316	3.0113338272822765	4.348299708022481	8.442957495552061	-0.5193426863574262	-2.080428434770039	-11.663071791577913	2.6240950720332243	-10.06790846453911	-0.25021309227534755	-3.4283676932678278	-8.42406551974516	10.60087954041004	8.503658732541082	6.293858725990145	6.85976493064745	-6.628707903641739	-13.972933068598467	7.190725507273841	-1.1090802345062079	2.2122092438268193	-6.14081308222218	-13.7140155352006	5.745423380890654	1.5039866951855962	1.5274318744649038	1.3593161538826688	-3.648960252502813	-2.677768776454992	2.596144252625576	-8.968490748857713	-12.065918085875074	-11.989113061051437	-12.447724110916187	0.42280816733325316	-10.266210082143477	1.2881013010846833	10.772160161782265	-1.7223296452335644	-12.985079856679	-9.728139964704258	2.6664614369182393	9.905148614017598	12.727354480496524	-0.8102521769035864	-3.1259081728659646	6.866344395445075
ATM	0.667166707375906	-0.6804092607594399	-0.45431933672473346	0.20921234568182986	0.023478002958063585	0.4913596156775986	-0.016324879068853316	0.45309200157778384	0.6186996343135412	-0.6917682129300419	-0.008391108639563398	0.706746019120086	0.03825678382091808	0.5279063862865607	1.0030618189344955	1.517506538722681	0.8320669247025161	-0.8122692469161075	0.2757328158209725	0.7614756095876825	-0.06644308664500716	0.4293425777537189	0.4613114530990383	0.8514231098814139	0.8118821110596275	-0.7593605308413366	0.27316097832137143	0.6969529732472151	-0.05524109443056737	0.47680431354633473	0.36923866848076436	0.5218117249542678	0.6057612443360083	-0.5743928576979697	-0.8971206245911201	-0.3969180576484797	-0.07895101598002126	0.30141368923743256	-0.6438348494899288	-0.3138107077101603	0.934781842644711	-0.848799198052322	0.8566110250741866	1.1315859416616103	-0.11269273872586918	0.5719354974599575	0.7754441213051878	0.7084464837028278	0.7353368665559081	-0.7638602558702952	-0.21911399507326104	0.43600653603484835	0.03343631132502029	0.5495002488606383	0.41316323548385225	0.8809505663920961	0.9700113643198613	-0.8878299061101871	1.1053132933637329	1.3694570390612044	-0.12299214274516064	0.6255147913596868	1.1030222566421408	0.9876624006911868	0.9678093068919312	-0.8636025533655184	0.764590047358706	0.9971602135207737	-0.11604760127498791	0.6816107547686757	0.7074922102091825	0.47600339510693085	0.6539512080909214	-0.6394811073571989	-0.41073718051254354	0.12031275298253223	-0.08387505699829392	0.3499702262645385	-0.12725092708552196	0.24780464025972565
ATR	0.17096400802823616	-0.20619610754807405	-0.7680995143043929	-0.4258319210420458	0.07654448083626007	0.3369705855271116	0.5724730186972004	0.5697655728624432	0.039108258701421254	-0.0429020388354456	-1.3912695900044834	-1.1537173313525189	0.06268240804938867	0.17855091029627965	-0.22957108894443928	-0.3116988855823024	0.15214354965104376	-0.19057309006072645	-0.849229908461091	-0.48999511545635954	0.08575417346789509	0.3417878463136415	0.5172152864053997	0.5213947852294368	0.18958019833256753	-0.2341460948749995	-0.7378991689940736	-0.35262810673308714	0.08377567247135627	0.36388540354633353	0.6321131753929788	0.6796913552449009	0.27203992228695173	-0.31808229752988526	-0.48576133177519737	-0.06746345433166602	0.07974425282343867	0.418674886636372	0.8393524104692694	0.9170894684822624	0.14836288900096667	-0.19411682646349568	-0.8864620775518214	-0.5022158564352159	0.09029300589244411	0.3325346949788549	0.506605211705337	0.5610184097678388	0.12028814147916503	-0.1475521433320413	-0.9409554626772297	-0.6298710010861384	0.07365251401342304	0.2908668510451704	0.3640736305820706	0.33104432290051483	0.09454963060234674	-0.1343349024567751	-1.0871580764919848	-0.7315322357316991	0.09127807274812832	0.28314936727521267	0.28962802895830686	0.32229217291181006	0.13364385157951836	-0.18026670501627848	-0.9147492350177628	-0.5321032315511743	0.09097092102239614	0.31185920102376913	0.4767711602408241	0.543063248768321	0.23019431102778043	-0.2736351683403556	-0.6036841119865395	-0.2105579933067732	0.0842415958275733	0.3930600065311058	0.7419693196021216	0.7895174077060563
AURKA	-0.6434452926314888	0.5768121687665808	5.170970934904848	4.36414397113316	2.1601880282235304	2.9136653869205618	5.8399759133192415	6.292993920302014	-0.6434465908931505	0.5768082958347749	5.170935383493063	4.364224622164743	2.160177895766515	2.913660423506388	5.839975977981282	6.292970729210655	-0.6434503200196446	0.5768063374537138	5.1709369378992855	4.364232328176924	2.160284847980355	2.913659989526258	5.839996573787346	6.292970023784246	-0.643451319328033	0.5768090027211107	5.170936083045395	4.364201759578436	2.1602285230784415	2.9136595228531226	5.839996066358393	6.292971262139959	-0.6431513050324202	0.5757284344478004	5.170948127544255	4.364020389897987	2.160178200133588	2.913683277787993	5.839977839665051	6.292967162471895	-0.6434518300758009	0.5768139349905543	5.1709352898363985	4.364209721585235	2.160174216924724	2.9136565030047716	5.839974237180396	6.2929891623632725	-0.6434675641050912	0.5768092269971213	5.170936896080871	4.364223155762649	2.160168873361478	2.9136681089276717	5.8399848983999165	6.292970741292261	-0.643448056280468	0.5768086898766509	5.170935303930107	4.364224823775738	2.160176382241852	2.9136758847574145	5.839976771380706	6.29297546864048	-0.643446730452577	0.5768088842083962	5.170935741332952	4.36422493147648	2.160176627999831	2.9136602261949047	5.83997795811384	6.29301335878199	-0.6434466486678982	0.5768095684665739	5.170939443802194	4.364213838506344	2.1602943057474366	2.9136200126727494	5.8399787500456615	6.292976068765101
AURKB	0.23613923392792607	-0.24387706865159728	-4.108949051233329	-4.473979583861618	-0.24830730674282508	-0.04322547507386938	-4.544671435149724	-4.285430447257425	0.16969408511194306	-0.1692429130511126	-2.2662970215785485	-2.137768149326921	-0.2736019689542645	-0.06569829877156104	-1.6216198128916595	-2.7422829133061626	0.23107423684878362	-0.23415800628583586	-3.619527933224459	-3.8702573346470674	-0.22064771698945682	-0.031371716835846136	-3.713096230540888	-3.9008608454800195	0.24366468888062703	-0.24907812767386964	-3.929494558834912	-4.160139154913554	-0.2853499683040482	-0.10387920735951894	-3.916829516317162	-4.238461743823899	0.2084489659064449	-0.21327088619043683	-3.553692423384828	-3.846103351064363	-0.18368396159369685	0.028364532221151286	-3.795259777704194	-3.8441983080597195	0.18829463220576476	-0.1920149354390322	-3.1141983836692178	-3.3930061300904786	-0.2309712132875215	-0.06494881528492327	-3.39229345270328	-3.3231277380377087	0.22719128749121362	-0.23134387086896072	-3.683464214104014	-3.7967172999278995	-0.46797890771599915	-0.2062724670280958	-3.3676594883833553	-4.261840853582988	0.18480617065987018	-0.1857934624437837	-2.9063894389130325	-2.9647206281107077	-0.4602919566677712	-0.2207274793077391	-2.6564569146352395	-3.450075157408745	0.1542519339170671	-0.1551873023162546	-2.616906629314038	-2.7601826327107633	-0.40629996547374586	-0.18391733893708154	-2.6444033857506555	-3.0348661232298446	0.17425198850019402	-0.17871630752858922	-2.9566234746762072	-3.132476103615379	-0.21658366883637492	-0.032863071649385255	-3.02812111372383	-3.2171610015101915
